credit_card,country_code,card_type,credit_card_info
808330565,MG,bankcard,"808330565,MG,bankcard"
630357110,MT,diners-club-international,"630357110,MT,diners-club-international"
920037485,CV,mastercard,"920037485,CV,mastercard"
881862197,TR,jcb,"881862197,TR,jcb"
835583544,NL,americanexpress,"835583544,NL,americanexpress"
91331940,WS,china-unionpay,"91331940,WS,china-unionpay"
542597114,NA,diners-club-enroute,"542597114,NA,diners-club-enroute"
336828842,SA,jcb,"336828842,SA,jcb"
58711312,SL,visa,"58711312,SL,visa"
6141283,MM,switch,"6141283,MM,switch"
868867617,TM,americanexpress,"868867617,TM,americanexpress"
490583764,IQ,jcb,"490583764,IQ,jcb"
528336439,CG,jcb,"528336439,CG,jcb"
781610544,BJ,mastercard,"781610544,BJ,mastercard"
868065527,LV,visa-electron,"868065527,LV,visa-electron"
777798798,SB,americanexpress,"777798798,SB,americanexpress"
537215547,PE,jcb,"537215547,PE,jcb"
723394159,AF,jcb,"723394159,AF,jcb"
631042541,RS,china-unionpay,"631042541,RS,china-unionpay"
985275126,DK,jcb,"985275126,DK,jcb"
257503513,MH,bankcard,"257503513,MH,bankcard"
617820404,UY,laser,"617820404,UY,laser"
167199356,ST,jcb,"167199356,ST,jcb"
816700547,TT,visa-electron,"816700547,TT,visa-electron"
852349210,JM,jcb,"852349210,JM,jcb"
486151399,LT,jcb,"486151399,LT,jcb"
952300697,TL,china-unionpay,"952300697,TL,china-unionpay"
400079125,KP,americanexpress,"400079125,KP,americanexpress"
559582634,JP,switch,"559582634,JP,switch"
904948741,KM,jcb,"904948741,KM,jcb"
295392541,ME,jcb,"295392541,ME,jcb"
527495593,ES,jcb,"527495593,ES,jcb"
428099689,CD,diners-club-enroute,"428099689,CD,diners-club-enroute"
615467533,LC,visa-electron,"615467533,LC,visa-electron"
858467960,SN,jcb,"858467960,SN,jcb"
715014435,SZ,visa-electron,"715014435,SZ,visa-electron"
317026079,IE,jcb,"317026079,IE,jcb"
593164452,ZA,diners-club-carte-blanche,"593164452,ZA,diners-club-carte-blanche"
410432954,UA,switch,"410432954,UA,switch"
328450914,HR,jcb,"328450914,HR,jcb"
315266961,SL,jcb,"315266961,SL,jcb"
158973134,PA,diners-club-enroute,"158973134,PA,diners-club-enroute"
407161255,MN,switch,"407161255,MN,switch"
393100765,SY,laser,"393100765,SY,laser"
998059634,AT,jcb,"998059634,AT,jcb"
476984984,GY,visa-electron,"476984984,GY,visa-electron"
102259935,DE,jcb,"102259935,DE,jcb"
209452002,MT,jcb,"209452002,MT,jcb"
615887700,RW,jcb,"615887700,RW,jcb"
965734375,LS,visa,"965734375,LS,visa"
207123500,AO,jcb,"207123500,AO,jcb"
997417581,NA,laser,"997417581,NA,laser"
362194041,KN,china-unionpay,"362194041,KN,china-unionpay"
385569694,MC,jcb,"385569694,MC,jcb"
201897012,CD,maestro,"201897012,CD,maestro"
187639593,NI,jcb,"187639593,NI,jcb"
427679283,UA,maestro,"427679283,UA,maestro"
696929551,QA,instapayment,"696929551,QA,instapayment"
92552663,PL,diners-club-enroute,"92552663,PL,diners-club-enroute"
377113111,GB,maestro,"377113111,GB,maestro"
384871466,SZ,jcb,"384871466,SZ,jcb"
161036837,JO,jcb,"161036837,JO,jcb"
234576536,KM,visa,"234576536,KM,visa"
212316926,UY,laser,"212316926,UY,laser"
817073178,HN,diners-club-enroute,"817073178,HN,diners-club-enroute"
882892797,PE,switch,"882892797,PE,switch"
447147753,PW,jcb,"447147753,PW,jcb"
518937273,SD,jcb,"518937273,SD,jcb"
277852193,AL,mastercard,"277852193,AL,mastercard"
339156899,BH,jcb,"339156899,BH,jcb"
800759917,GM,jcb,"800759917,GM,jcb"
271361247,DM,mastercard,"271361247,DM,mastercard"
803193501,MZ,jcb,"803193501,MZ,jcb"
104767181,GN,bankcard,"104767181,GN,bankcard"
652799574,BW,jcb,"652799574,BW,jcb"
631091329,CL,laser,"631091329,CL,laser"
633224380,PT,diners-club-us-ca,"633224380,PT,diners-club-us-ca"
232230808,SV,diners-club-enroute,"232230808,SV,diners-club-enroute"
147043664,LB,jcb,"147043664,LB,jcb"
51844144,DZ,visa-electron,"51844144,DZ,visa-electron"
793697039,GE,jcb,"793697039,GE,jcb"
493584743,SC,jcb,"493584743,SC,jcb"
383950793,BE,instapayment,"383950793,BE,instapayment"
785039970,LB,jcb,"785039970,LB,jcb"
458863896,PE,jcb,"458863896,PE,jcb"
886865584,KH,jcb,"886865584,KH,jcb"
124223862,KP,visa,"124223862,KP,visa"
632428857,DK,jcb,"632428857,DK,jcb"
180010217,DK,jcb,"180010217,DK,jcb"
291286552,KM,instapayment,"291286552,KM,instapayment"
34564638,NR,jcb,"34564638,NR,jcb"
548808487,CA,jcb,"548808487,CA,jcb"
273290704,RO,mastercard,"273290704,RO,mastercard"
699050825,BS,jcb,"699050825,BS,jcb"
448501510,CI,jcb,"448501510,CI,jcb"
784836109,MX,switch,"784836109,MX,switch"
993863782,MM,diners-club-carte-blanche,"993863782,MM,diners-club-carte-blanche"
122948462,QA,bankcard,"122948462,QA,bankcard"
421385550,BT,jcb,"421385550,BT,jcb"
928263797,NO,visa-electron,"928263797,NO,visa-electron"
701711818,MM,americanexpress,"701711818,MM,americanexpress"
212785489,IL,jcb,"212785489,IL,jcb"
668630965,TG,diners-club-carte-blanche,"668630965,TG,diners-club-carte-blanche"
276981457,BJ,laser,"276981457,BJ,laser"
75758877,AT,visa,"75758877,AT,visa"
109579414,WS,jcb,"109579414,WS,jcb"
587489488,CG,jcb,"587489488,CG,jcb"
280168319,TJ,visa,"280168319,TJ,visa"
173475519,BS,maestro,"173475519,BS,maestro"
706697313,GH,diners-club-carte-blanche,"706697313,GH,diners-club-carte-blanche"
766622864,NE,jcb,"766622864,NE,jcb"
455306877,NG,switch,"455306877,NG,switch"
78140301,BZ,jcb,"78140301,BZ,jcb"
131150191,FJ,jcb,"131150191,FJ,jcb"
72088818,IT,bankcard,"72088818,IT,bankcard"
424516829,UA,switch,"424516829,UA,switch"
752384335,VA,diners-club-enroute,"752384335,VA,diners-club-enroute"
846600659,LC,mastercard,"846600659,LC,mastercard"
55083847,SK,switch,"55083847,SK,switch"
374607745,BG,diners-club-carte-blanche,"374607745,BG,diners-club-carte-blanche"
693462296,AO,jcb,"693462296,AO,jcb"
425917667,PH,diners-club-enroute,"425917667,PH,diners-club-enroute"
243283606,CL,jcb,"243283606,CL,jcb"
833468218,TJ,diners-club-us-ca,"833468218,TJ,diners-club-us-ca"
87489213,BH,solo,"87489213,BH,solo"
604679719,MX,diners-club-enroute,"604679719,MX,diners-club-enroute"
124724845,LS,jcb,"124724845,LS,jcb"
323536840,MG,china-unionpay,"323536840,MG,china-unionpay"
405530573,SK,mastercard,"405530573,SK,mastercard"
330776980,ET,mastercard,"330776980,ET,mastercard"
75197480,TW,jcb,"75197480,TW,jcb"
487146211,KR,jcb,"487146211,KR,jcb"
775709884,PS,bankcard,"775709884,PS,bankcard"
225679293,KE,jcb,"225679293,KE,jcb"
80046701,KG,mastercard,"80046701,KG,mastercard"
46073993,MH,visa-electron,"46073993,MH,visa-electron"
871151367,LV,diners-club-enroute,"871151367,LV,diners-club-enroute"
117620230,PG,solo,"117620230,PG,solo"
757859145,JO,jcb,"757859145,JO,jcb"
557597323,AG,jcb,"557597323,AG,jcb"
188573923,SD,maestro,"188573923,SD,maestro"
784654679,MU,switch,"784654679,MU,switch"
23553682,WS,mastercard,"23553682,WS,mastercard"
967327065,WS,mastercard,"967327065,WS,mastercard"
538101611,ZM,jcb,"538101611,ZM,jcb"
384061637,VA,visa-electron,"384061637,VA,visa-electron"
680268856,ZM,visa,"680268856,ZM,visa"
727328415,HN,jcb,"727328415,HN,jcb"
588348515,SK,jcb,"588348515,SK,jcb"
771284583,GD,china-unionpay,"771284583,GD,china-unionpay"
890259582,GA,china-unionpay,"890259582,GA,china-unionpay"
710637658,GW,bankcard,"710637658,GW,bankcard"
549962371,GY,jcb,"549962371,GY,jcb"
139481806,SK,jcb,"139481806,SK,jcb"
902729987,JO,bankcard,"902729987,JO,bankcard"
869133695,KW,jcb,"869133695,KW,jcb"
617295662,LB,jcb,"617295662,LB,jcb"
923229862,LR,bankcard,"923229862,LR,bankcard"
844766920,ZA,jcb,"844766920,ZA,jcb"
98294892,KG,jcb,"98294892,KG,jcb"
540516772,AG,instapayment,"540516772,AG,instapayment"
321792174,DE,jcb,"321792174,DE,jcb"
744040856,PL,jcb,"744040856,PL,jcb"
601388724,RW,jcb,"601388724,RW,jcb"
180821411,KZ,mastercard,"180821411,KZ,mastercard"
742917853,LA,jcb,"742917853,LA,jcb"
852001963,VU,diners-club-carte-blanche,"852001963,VU,diners-club-carte-blanche"
273441204,MU,instapayment,"273441204,MU,instapayment"
825921668,NZ,switch,"825921668,NZ,switch"
673648578,AO,jcb,"673648578,AO,jcb"
620615872,RU,maestro,"620615872,RU,maestro"
557304253,ML,visa-electron,"557304253,ML,visa-electron"
893890491,ST,jcb,"893890491,ST,jcb"
970576305,LV,jcb,"970576305,LV,jcb"
430634513,LI,laser,"430634513,LI,laser"
158445369,LT,maestro,"158445369,LT,maestro"
475672264,CN,diners-club-enroute,"475672264,CN,diners-club-enroute"
796526070,NP,instapayment,"796526070,NP,instapayment"
926948669,GE,maestro,"926948669,GE,maestro"
861168307,TG,diners-club-enroute,"861168307,TG,diners-club-enroute"
790440925,PE,mastercard,"790440925,PE,mastercard"
439925510,GW,instapayment,"439925510,GW,instapayment"
793296117,IQ,jcb,"793296117,IQ,jcb"
613192252,LY,visa-electron,"613192252,LY,visa-electron"
876299684,NE,jcb,"876299684,NE,jcb"
667694693,HN,maestro,"667694693,HN,maestro"
419470548,BJ,jcb,"419470548,BJ,jcb"
586434047,CV,mastercard,"586434047,CV,mastercard"
988960687,JP,switch,"988960687,JP,switch"
783231715,FJ,jcb,"783231715,FJ,jcb"
272581428,KN,jcb,"272581428,KN,jcb"
739217054,NP,bankcard,"739217054,NP,bankcard"
435383842,BN,diners-club-enroute,"435383842,BN,diners-club-enroute"
107475865,NR,mastercard,"107475865,NR,mastercard"
847696562,LK,mastercard,"847696562,LK,mastercard"
63571023,US,jcb,"63571023,US,jcb"
406947243,NR,visa,"406947243,NR,visa"
929934379,AM,diners-club-enroute,"929934379,AM,diners-club-enroute"
516587373,VA,jcb,"516587373,VA,jcb"
147161883,MN,laser,"147161883,MN,laser"
35504258,CR,jcb,"35504258,CR,jcb"
488592950,HT,diners-club-carte-blanche,"488592950,HT,diners-club-carte-blanche"
15298816,PA,jcb,"15298816,PA,jcb"
412123164,MY,bankcard,"412123164,MY,bankcard"
503401159,SN,mastercard,"503401159,SN,mastercard"
997611198,HU,visa,"997611198,HU,visa"
879894792,CZ,jcb,"879894792,CZ,jcb"
565410874,NR,mastercard,"565410874,NR,mastercard"
710855851,SZ,jcb,"710855851,SZ,jcb"
822202898,MD,jcb,"822202898,MD,jcb"
188512313,TN,jcb,"188512313,TN,jcb"
688718216,CA,jcb,"688718216,CA,jcb"
974758774,GW,diners-club-enroute,"974758774,GW,diners-club-enroute"
949190936,TM,jcb,"949190936,TM,jcb"
738248477,QA,jcb,"738248477,QA,jcb"
30526783,SK,diners-club-us-ca,"30526783,SK,diners-club-us-ca"
926529966,SB,jcb,"926529966,SB,jcb"
688975057,DZ,china-unionpay,"688975057,DZ,china-unionpay"
609156884,UZ,instapayment,"609156884,UZ,instapayment"
565756129,LR,mastercard,"565756129,LR,mastercard"
247066531,TR,instapayment,"247066531,TR,instapayment"
905996782,SZ,visa-electron,"905996782,SZ,visa-electron"
702338145,MM,laser,"702338145,MM,laser"
237019970,WS,bankcard,"237019970,WS,bankcard"
529373724,TR,diners-club-enroute,"529373724,TR,diners-club-enroute"
355967098,TV,jcb,"355967098,TV,jcb"
788419811,MC,jcb,"788419811,MC,jcb"
404592862,VN,visa,"404592862,VN,visa"
418287362,NO,diners-club-us-ca,"418287362,NO,diners-club-us-ca"
603804417,TZ,bankcard,"603804417,TZ,bankcard"
811977497,TL,visa-electron,"811977497,TL,visa-electron"
45216487,NG,diners-club-enroute,"45216487,NG,diners-club-enroute"
186421823,VA,visa-electron,"186421823,VA,visa-electron"
437699988,NR,jcb,"437699988,NR,jcb"
2858223,MZ,mastercard,"2858223,MZ,mastercard"
456392069,JO,mastercard,"456392069,JO,mastercard"
215153266,TV,jcb,"215153266,TV,jcb"
922425265,GW,jcb,"922425265,GW,jcb"
650967064,TT,americanexpress,"650967064,TT,americanexpress"
617691483,NL,diners-club-enroute,"617691483,NL,diners-club-enroute"
824330402,BH,switch,"824330402,BH,switch"
866316557,LC,jcb,"866316557,LC,jcb"
679895377,TR,jcb,"679895377,TR,jcb"
540540901,GH,diners-club-us-ca,"540540901,GH,diners-club-us-ca"
935244212,IN,jcb,"935244212,IN,jcb"
22635097,SK,jcb,"22635097,SK,jcb"
863207050,TJ,jcb,"863207050,TJ,jcb"
620666120,ES,visa-electron,"620666120,ES,visa-electron"
590749846,CF,maestro,"590749846,CF,maestro"
137966879,CY,diners-club-enroute,"137966879,CY,diners-club-enroute"
255672202,TV,jcb,"255672202,TV,jcb"
235831851,CU,jcb,"235831851,CU,jcb"
728903748,LT,bankcard,"728903748,LT,bankcard"
397920668,NZ,solo,"397920668,NZ,solo"
524297222,MG,jcb,"524297222,MG,jcb"
698909010,CU,jcb,"698909010,CU,jcb"
313998383,TG,visa-electron,"313998383,TG,visa-electron"
733133032,HT,jcb,"733133032,HT,jcb"
576685838,EE,maestro,"576685838,EE,maestro"
503467466,GQ,jcb,"503467466,GQ,jcb"
711322944,PW,jcb,"711322944,PW,jcb"
976686545,PK,americanexpress,"976686545,PK,americanexpress"
317792469,DZ,maestro,"317792469,DZ,maestro"
747709441,RW,jcb,"747709441,RW,jcb"
690456381,BA,jcb,"690456381,BA,jcb"
982853397,SV,switch,"982853397,SV,switch"
788015871,BN,diners-club-enroute,"788015871,BN,diners-club-enroute"
231780952,PL,diners-club-enroute,"231780952,PL,diners-club-enroute"
113097429,KP,jcb,"113097429,KP,jcb"
661258824,IL,jcb,"661258824,IL,jcb"
602542587,WS,visa-electron,"602542587,WS,visa-electron"
972024882,SO,americanexpress,"972024882,SO,americanexpress"
750559452,FI,jcb,"750559452,FI,jcb"
870277148,KI,solo,"870277148,KI,solo"
704679021,UG,jcb,"704679021,UG,jcb"
785950043,GN,jcb,"785950043,GN,jcb"
17660235,KE,jcb,"17660235,KE,jcb"
911079571,NP,maestro,"911079571,NP,maestro"
870215884,BZ,jcb,"870215884,BZ,jcb"
154835719,LY,jcb,"154835719,LY,jcb"
385499133,HU,instapayment,"385499133,HU,instapayment"
74827920,NO,jcb,"74827920,NO,jcb"
177325069,BI,diners-club-enroute,"177325069,BI,diners-club-enroute"
197177909,PW,jcb,"197177909,PW,jcb"
88621870,HR,jcb,"88621870,HR,jcb"
687376398,GT,switch,"687376398,GT,switch"
749293566,CR,jcb,"749293566,CR,jcb"
65623951,AT,visa-electron,"65623951,AT,visa-electron"
14637674,ZW,visa,"14637674,ZW,visa"
895619384,MY,jcb,"895619384,MY,jcb"
918248116,TZ,jcb,"918248116,TZ,jcb"
52551582,IQ,jcb,"52551582,IQ,jcb"
128607645,AM,jcb,"128607645,AM,jcb"
749833141,DJ,switch,"749833141,DJ,switch"
473540676,CU,bankcard,"473540676,CU,bankcard"
850358962,AR,jcb,"850358962,AR,jcb"
176087971,EE,solo,"176087971,EE,solo"
399024807,SR,americanexpress,"399024807,SR,americanexpress"
349866058,QA,jcb,"349866058,QA,jcb"
246187698,UG,jcb,"246187698,UG,jcb"
150849079,SY,jcb,"150849079,SY,jcb"
497347730,EG,jcb,"497347730,EG,jcb"
38767023,MR,solo,"38767023,MR,solo"
286551717,PS,jcb,"286551717,PS,jcb"
531320442,PG,mastercard,"531320442,PG,mastercard"
413558088,FM,diners-club-enroute,"413558088,FM,diners-club-enroute"
688382721,VE,jcb,"688382721,VE,jcb"
601831529,GH,jcb,"601831529,GH,jcb"
194037341,GW,jcb,"194037341,GW,jcb"
934760801,GY,americanexpress,"934760801,GY,americanexpress"
282465276,PT,instapayment,"282465276,PT,instapayment"
770108073,DJ,mastercard,"770108073,DJ,mastercard"
717776180,BT,jcb,"717776180,BT,jcb"
139612731,LK,jcb,"139612731,LK,jcb"
680273677,WS,jcb,"680273677,WS,jcb"
91037184,HT,visa,"91037184,HT,visa"
784740880,CH,switch,"784740880,CH,switch"
725241435,DK,mastercard,"725241435,DK,mastercard"
517773501,DJ,jcb,"517773501,DJ,jcb"
796873909,BO,diners-club-enroute,"796873909,BO,diners-club-enroute"
164633480,GE,china-unionpay,"164633480,GE,china-unionpay"
146717445,AR,switch,"146717445,AR,switch"
800233871,OM,maestro,"800233871,OM,maestro"
360970115,VN,jcb,"360970115,VN,jcb"
329637255,UG,jcb,"329637255,UG,jcb"
443954320,MN,jcb,"443954320,MN,jcb"
553281410,EE,americanexpress,"553281410,EE,americanexpress"
828501854,SE,jcb,"828501854,SE,jcb"
434932589,UZ,jcb,"434932589,UZ,jcb"
209831197,ZW,bankcard,"209831197,ZW,bankcard"
760276197,MD,mastercard,"760276197,MD,mastercard"
189075396,MX,jcb,"189075396,MX,jcb"
782398416,AU,jcb,"782398416,AU,jcb"
154554854,IS,jcb,"154554854,IS,jcb"
108931466,CO,diners-club-enroute,"108931466,CO,diners-club-enroute"
325923948,LU,jcb,"325923948,LU,jcb"
823753380,BE,solo,"823753380,BE,solo"
492090938,SV,jcb,"492090938,SV,jcb"
950555254,AO,jcb,"950555254,AO,jcb"
377510900,PT,diners-club-carte-blanche,"377510900,PT,diners-club-carte-blanche"
835700673,NA,visa,"835700673,NA,visa"
927356599,CO,jcb,"927356599,CO,jcb"
240619268,CI,china-unionpay,"240619268,CI,china-unionpay"
85481472,PH,bankcard,"85481472,PH,bankcard"
561511299,LI,jcb,"561511299,LI,jcb"
807894241,BY,diners-club-enroute,"807894241,BY,diners-club-enroute"
712689451,EC,switch,"712689451,EC,switch"
48186511,TG,china-unionpay,"48186511,TG,china-unionpay"
41004688,AF,americanexpress,"41004688,AF,americanexpress"
726965330,LI,americanexpress,"726965330,LI,americanexpress"
469574142,BG,bankcard,"469574142,BG,bankcard"
836217718,PL,visa-electron,"836217718,PL,visa-electron"
259416703,KE,diners-club-enroute,"259416703,KE,diners-club-enroute"
869872923,IS,jcb,"869872923,IS,jcb"
625530348,MK,bankcard,"625530348,MK,bankcard"
166181834,IT,diners-club-carte-blanche,"166181834,IT,diners-club-carte-blanche"
166529199,MV,jcb,"166529199,MV,jcb"
403170979,HN,jcb,"403170979,HN,jcb"
591182602,SM,solo,"591182602,SM,solo"
819093248,MA,bankcard,"819093248,MA,bankcard"
40134321,MX,laser,"40134321,MX,laser"
874044126,GY,jcb,"874044126,GY,jcb"
471766854,BR,jcb,"471766854,BR,jcb"
991318907,VC,laser,"991318907,VC,laser"
276458383,CA,diners-club-enroute,"276458383,CA,diners-club-enroute"
712545976,LR,jcb,"712545976,LR,jcb"
58064220,TL,instapayment,"58064220,TL,instapayment"
53023800,OM,jcb,"53023800,OM,jcb"
756584302,YE,jcb,"756584302,YE,jcb"
476675498,FR,diners-club-enroute,"476675498,FR,diners-club-enroute"
195673561,GT,solo,"195673561,GT,solo"
854312217,WS,mastercard,"854312217,WS,mastercard"
838575324,IE,americanexpress,"838575324,IE,americanexpress"
449592986,MW,switch,"449592986,MW,switch"
625549736,DE,maestro,"625549736,DE,maestro"
975398109,SZ,jcb,"975398109,SZ,jcb"
615579822,MM,jcb,"615579822,MM,jcb"
708663857,KR,visa-electron,"708663857,KR,visa-electron"
728659714,US,jcb,"728659714,US,jcb"
389627707,BE,jcb,"389627707,BE,jcb"
667478049,GB,jcb,"667478049,GB,jcb"
55754848,BN,jcb,"55754848,BN,jcb"
265509552,SL,jcb,"265509552,SL,jcb"
373771786,VC,bankcard,"373771786,VC,bankcard"
318553865,AG,jcb,"318553865,AG,jcb"
27881945,CY,solo,"27881945,CY,solo"
482992138,ZW,jcb,"482992138,ZW,jcb"
928459799,BI,laser,"928459799,BI,laser"
73927561,FJ,mastercard,"73927561,FJ,mastercard"
930536095,SC,diners-club-carte-blanche,"930536095,SC,diners-club-carte-blanche"
334410543,CZ,jcb,"334410543,CZ,jcb"
617697431,MY,jcb,"617697431,MY,jcb"
803174496,RO,maestro,"803174496,RO,maestro"
526860830,YE,maestro,"526860830,YE,maestro"
188761057,LI,solo,"188761057,LI,solo"
594669349,MD,jcb,"594669349,MD,jcb"
27213945,ER,instapayment,"27213945,ER,instapayment"
536599465,SG,americanexpress,"536599465,SG,americanexpress"
212986396,MY,visa,"212986396,MY,visa"
171281146,BO,diners-club-enroute,"171281146,BO,diners-club-enroute"
50379433,CY,jcb,"50379433,CY,jcb"
86282210,PK,jcb,"86282210,PK,jcb"
647835657,PE,jcb,"647835657,PE,jcb"
837837928,FI,jcb,"837837928,FI,jcb"
719371792,VC,jcb,"719371792,VC,jcb"
888118117,KZ,visa,"888118117,KZ,visa"
510942020,MU,jcb,"510942020,MU,jcb"
477321972,NR,china-unionpay,"477321972,NR,china-unionpay"
415493508,DM,visa,"415493508,DM,visa"
950603212,PS,visa-electron,"950603212,PS,visa-electron"
715369673,KP,jcb,"715369673,KP,jcb"
918699205,LT,mastercard,"918699205,LT,mastercard"
206162050,BR,diners-club-enroute,"206162050,BR,diners-club-enroute"
766823211,BF,jcb,"766823211,BF,jcb"
494305742,KE,laser,"494305742,KE,laser"
381813548,VE,jcb,"381813548,VE,jcb"
691413089,RS,jcb,"691413089,RS,jcb"
354636802,BH,china-unionpay,"354636802,BH,china-unionpay"
298560787,SA,jcb,"298560787,SA,jcb"
344420017,JP,diners-club-carte-blanche,"344420017,JP,diners-club-carte-blanche"
372747548,DJ,mastercard,"372747548,DJ,mastercard"
809462040,KR,mastercard,"809462040,KR,mastercard"
39993996,GB,jcb,"39993996,GB,jcb"
404389538,HR,jcb,"404389538,HR,jcb"
133788053,MV,americanexpress,"133788053,MV,americanexpress"
709861263,PH,switch,"709861263,PH,switch"
144427020,VN,americanexpress,"144427020,VN,americanexpress"
717332849,SK,diners-club-carte-blanche,"717332849,SK,diners-club-carte-blanche"
381734196,AO,laser,"381734196,AO,laser"
772301771,BA,jcb,"772301771,BA,jcb"
326905245,PA,visa-electron,"326905245,PA,visa-electron"
431067258,DE,visa,"431067258,DE,visa"
725048922,SL,diners-club-us-ca,"725048922,SL,diners-club-us-ca"
796663590,MH,jcb,"796663590,MH,jcb"
916193851,LT,jcb,"916193851,LT,jcb"
75226156,LT,americanexpress,"75226156,LT,americanexpress"
610579472,NL,jcb,"610579472,NL,jcb"
656789994,CY,jcb,"656789994,CY,jcb"
924380462,BH,jcb,"924380462,BH,jcb"
579281297,AU,laser,"579281297,AU,laser"
160882684,IN,diners-club-enroute,"160882684,IN,diners-club-enroute"
248692362,KG,jcb,"248692362,KG,jcb"
580816526,BF,diners-club-enroute,"580816526,BF,diners-club-enroute"
390863852,RO,solo,"390863852,RO,solo"
965715512,HN,laser,"965715512,HN,laser"
481784880,GR,visa-electron,"481784880,GR,visa-electron"
162661339,FI,americanexpress,"162661339,FI,americanexpress"
105194844,DO,visa-electron,"105194844,DO,visa-electron"
953312429,VN,jcb,"953312429,VN,jcb"
489476754,TO,switch,"489476754,TO,switch"
170627746,TG,visa-electron,"170627746,TG,visa-electron"
984591809,MX,jcb,"984591809,MX,jcb"
185850459,IR,jcb,"185850459,IR,jcb"
107261439,SM,visa-electron,"107261439,SM,visa-electron"
574858848,IN,jcb,"574858848,IN,jcb"
53212843,ET,jcb,"53212843,ET,jcb"
571503007,LB,jcb,"571503007,LB,jcb"
558197230,SB,maestro,"558197230,SB,maestro"
83016007,TZ,switch,"83016007,TZ,switch"
332315954,JM,bankcard,"332315954,JM,bankcard"
931315250,SE,switch,"931315250,SE,switch"
605652056,NZ,switch,"605652056,NZ,switch"
607427638,CG,jcb,"607427638,CG,jcb"
778178151,HU,jcb,"778178151,HU,jcb"
927671950,HR,jcb,"927671950,HR,jcb"
791672368,PT,diners-club-enroute,"791672368,PT,diners-club-enroute"
618307730,YE,jcb,"618307730,YE,jcb"
164414450,MZ,jcb,"164414450,MZ,jcb"
348308134,BZ,jcb,"348308134,BZ,jcb"
904859016,BF,bankcard,"904859016,BF,bankcard"
44348195,KP,jcb,"44348195,KP,jcb"
878741412,CA,mastercard,"878741412,CA,mastercard"
519682650,HR,diners-club-enroute,"519682650,HR,diners-club-enroute"
575596625,BI,solo,"575596625,BI,solo"
725588678,SB,jcb,"725588678,SB,jcb"
818113389,BN,jcb,"818113389,BN,jcb"
544532323,EG,jcb,"544532323,EG,jcb"
947397419,FR,jcb,"947397419,FR,jcb"
936524376,LT,jcb,"936524376,LT,jcb"
322993294,NL,jcb,"322993294,NL,jcb"
873951840,MH,switch,"873951840,MH,switch"
687177886,GD,diners-club-carte-blanche,"687177886,GD,diners-club-carte-blanche"
132245450,CG,instapayment,"132245450,CG,instapayment"
559384966,HT,diners-club-carte-blanche,"559384966,HT,diners-club-carte-blanche"
915568839,VU,jcb,"915568839,VU,jcb"
517181420,ML,switch,"517181420,ML,switch"
760842049,TD,china-unionpay,"760842049,TD,china-unionpay"
220261177,PH,visa-electron,"220261177,PH,visa-electron"
559487377,JP,mastercard,"559487377,JP,mastercard"
554080634,VE,jcb,"554080634,VE,jcb"
481452653,NI,jcb,"481452653,NI,jcb"
135399311,SY,laser,"135399311,SY,laser"
408759473,CL,jcb,"408759473,CL,jcb"
252385264,GB,jcb,"252385264,GB,jcb"
82287662,IT,jcb,"82287662,IT,jcb"
294465582,VA,maestro,"294465582,VA,maestro"
811950394,CA,jcb,"811950394,CA,jcb"
53846902,SR,visa-electron,"53846902,SR,visa-electron"
845314761,ER,mastercard,"845314761,ER,mastercard"
306882421,AZ,visa,"306882421,AZ,visa"
90337013,KI,americanexpress,"90337013,KI,americanexpress"
685909115,CY,americanexpress,"685909115,CY,americanexpress"
13007890,GN,jcb,"13007890,GN,jcb"
799500451,CO,jcb,"799500451,CO,jcb"
516710876,DE,visa-electron,"516710876,DE,visa-electron"
300711585,TN,solo,"300711585,TN,solo"
484251176,CR,jcb,"484251176,CR,jcb"
879430654,JP,jcb,"879430654,JP,jcb"
501823749,FJ,jcb,"501823749,FJ,jcb"
348649195,TG,switch,"348649195,TG,switch"
569665950,ST,diners-club-carte-blanche,"569665950,ST,diners-club-carte-blanche"
272589504,SN,switch,"272589504,SN,switch"
95863982,MD,visa-electron,"95863982,MD,visa-electron"
268152664,MX,diners-club-carte-blanche,"268152664,MX,diners-club-carte-blanche"
850481266,KI,jcb,"850481266,KI,jcb"
977948461,MN,jcb,"977948461,MN,jcb"
753249131,TM,diners-club-enroute,"753249131,TM,diners-club-enroute"
860804159,DM,jcb,"860804159,DM,jcb"
839056252,SR,switch,"839056252,SR,switch"
908510904,LA,jcb,"908510904,LA,jcb"
222751265,MH,jcb,"222751265,MH,jcb"
860515424,AU,jcb,"860515424,AU,jcb"
628695791,CN,mastercard,"628695791,CN,mastercard"
779723938,EC,jcb,"779723938,EC,jcb"
823631909,GW,americanexpress,"823631909,GW,americanexpress"
349816822,CD,visa-electron,"349816822,CD,visa-electron"
456994899,NR,diners-club-us-ca,"456994899,NR,diners-club-us-ca"
843263364,ER,visa-electron,"843263364,ER,visa-electron"
392849512,SG,mastercard,"392849512,SG,mastercard"
84118203,VN,diners-club-enroute,"84118203,VN,diners-club-enroute"
412157078,MA,jcb,"412157078,MA,jcb"
943418986,GE,mastercard,"943418986,GE,mastercard"
727599466,BS,visa,"727599466,BS,visa"
387778157,CA,jcb,"387778157,CA,jcb"
789481154,UZ,visa,"789481154,UZ,visa"
57017111,IL,diners-club-enroute,"57017111,IL,diners-club-enroute"
